hole_id,date,easting_x,northing_y,elevation,elev_topo,eoh,is_old,is_twin,inc_samp,elev_1
F09-097,"44249",404513.452,113927.411,565.281,,11.2,"1","0","18",589.160766601562
F09-098,"44481",404534.456,113890.284,568.379,,27.55,"1","0","38",593.072875976562
F09-099,"44249",404554.227,113919.672,558.645,,13.7,"1","0","15",583.745849609375
F09-100,"44389",404586.383,113895.46,554.499,,16.8,"1","0","20",577.854370117188
F09-101,"44252",404608.579,113923.754,545.646,,10,"1","0","12",567.789672851562
F09-102,"44389",404621.033,113890.149,542.792,,13.7,"1","0","14",566.02392578125
F09-103,"44252",404654.588,113926.304,537.182,,7.3,"1","0","10",555.319519042969
F09-104,"44480",404675.795,113888.521,527.709,,18,"1","0","20",553.684692382812
F09-105,"44251",404707.778,113927.831,520.947,,11.6,"1","0","14",545.9150390625
F09-106,"44480",404722.27,113894.426,523.222,,26.8,"1","0","27",544.172668457031
F09-107,"44251",404755.642,113926.304,516.864,,13,"1","0","14",533.831115722656
F09-129,"44249",404508.791,113873.864,576.369,,9.6,"1","0","11",601.21533203125
F09-130,"44481",404537.921,113850.717,568.164,,11.5,"1","0","13",593.2236328125
F09-131,"44249",404557.72,113874.621,563.688,,14,"1","0","15",589.443359375
F09-132,"44481",404580.006,113844.412,556.897,,17,"1","0","17",583.537841796875
F09-133,"44249",404605.794,113859.179,547.849,,15.3,"1","0","17",574.113525390625
F09-134A,"44480",404637.568,113824.89,546.531,,30.4,"1","0","36",570.626342773438
F09-135,"44249",404656.398,113876.439,535.397,,17.8,"1","0","22",559.177734375
F09-136,"44480",404685.05,113847.851,537.261,,23.5,"1","0","33",556.211730957031
F09-137,"44249",404706.642,113878.945,528.226,,20.35,"1","0","21",548.5078125
F09-138,"44480",404729.14,113850.541,535.17,,29,"1","0","34",547.920288085938
F09-139,"44251",404751.78,113879.721,523.973,,13.4,"1","0","16",537.802062988281
F09-164,"44481",404580.678,113788.365,565.635,,30,"1","0","32",591.235290527344
F09-165,"44249",404613.994,113820.9,549.617,,11.8,"1","0","14",575.410522460938
F09-166,"44481",404633.1,113794.913,553.501,,29,"1","0","39",577.356262207031
F09-167,"44249",404661.432,113823.389,543.945,,17.35,"1","0","22",565.007080078125
F09-168,"44481",404678.164,113795.466,546.124,,24.2,"1","0","30",565.013122558594
F09-169,"44249",404707.95,113827.718,539.151,,4,"1","0","5",557.028747558594
F09-170,"44480",404736.576,113792.06,539.381,,29.6,"1","0","32",555.688415527344
F09-171,"44250",404751.552,113807.609,535.822,,12,"1","0","13",550.444519042969
F09-196,"44481",404571.615,113746.711,580.248,,23.6,"1","0","30",600.607543945312
F09-197,"44250",404607.034,113774.441,561.028,,16,"1","0","19",587.232727050781
F09-198,"44481",404632.058,113751.45,560.678,,27.25,"1","0","27",584.731567382812
F09-199,"44250",404655.815,113773.742,552.389,,14.3,"1","0","18",575.279602050781
F09-200,"44480",404681,113749.913,550.233,,28.5,"1","0","36",573.261169433594
F09-201,"44250",404706.038,113775.972,540.35,,10,"1","0","11",563.744445800781
F09-202,"44480",404739.742,113745.737,543.686,,30,"1","0","34",562.949340820312
F09-203,"44250",404756.795,113774.549,540.185,,18.7,"1","0","19",556.396240234375
F09-228,"44481",404575.206,113699.407,591.734,,24,"1","0","25",607.339660644531
F09-229,"44250",404605.298,113718.114,575.394,,15,"1","0","16",592.676574707031
F09-230,"44481",404634.868,113684.341,574.34,,18.3,"1","0","21",594.579528808594
F09-231,"44250",404658.57,113720.748,562.384,,5.6,"1","0","7",581.771850585938
F09-232,"44480",404681.185,113697.628,561.815,,25.7,"1","0","29",582.517333984375
F09-233,"44250",404705,113726.424,550.951,,13,"1","0","16",572.275146484375
F09-234,"44480",404737.811,113695.289,552.96,,20,"1","0","24",573.674987792969
F09-235G,"44250",404752.496,113726.986,544.203,,16,"1","0","19",564.915588378906
F10-004,"44480",404587.795,113649.601,596.733,,13.3,"1","0","16",615.292358398438
F10-005,"44250",404611.276,113685.094,579.379,,9,"1","0","12",598.397155761719
F10-006,"44480",404635.131,113644.415,587.104,,23,"1","0","26",605.308288574219
F10-007,"44250",404654.538,113682.925,570.758,,15,"1","0","17",592.068054199219
F10-008,"44480",404681.4,113645.129,580.632,,14,"1","0","17",597.109924316406
F10-009,"44250",404706.743,113674.112,562.996,,12,"1","0","15",584.940795898438
F10-010,"44480",404734.762,113651.088,575.761,,12.7,"1","0","16",586.9716796875
F10-011,"44250",404761.943,113678.163,565.562,,17.85,"1","0","24",575.761535644531
E07-216i,"45274",404308.198,114542.703,426.751,,11,"0","0","11",448.024047851562
E07-214i,"45274",404263.628,114543.814,439.953,,15,"0","0","15",452.842407226562
E07-217i,"45274",404301.974,114569.749,425.814,,15,"0","0","16",440.049713134766
E07-214,"45274",404232.288,114552.977,441.896,,7.7,"0","0","10",454.694885253906
E07-215i,"45274",404280.433,114575.35,425.295,,15,"0","0","16",441.319213867188
E07-214R,"45274",404231.385,114552.425,442.039,,15,"0","0","17",454.694885253906
E07-213i,"45274",404240.542,114570.447,430.043,,15,"0","0","20",446.621704101562
E07-212i,"45274",404203.832,114559.434,447.08,,15,"0","0","16",459.196197509766
E07-182i,"45274",404263.945,114600.614,418.501,,15,"0","0","15",436.757049560547
E07-213,"45274",404211.908,114574.469,437.931,,15,"0","0","15",450.971496582031
E07-184i ,"45274",404300.795,114597.867,420.441,,15,"0","0","15",435.238494873047
E07-180i,"45274",404213.147,114586.754,430.816,,9,"0","0","10",445.351043701172
E07-186i,"45274",404327.303,114599.963,417.149,,16,"0","0","16",434.906921386719
E07-181i,"45274",404235.476,114624.136,411.15,,15,"0","0","15",434.279998779297
E07-188i,"45274",404347.097,114608.421,415.588,,15,"0","0","15",433.238006591797
E07-183i,"45274",404281.713,114624.181,414.008,,16,"0","0","16",432.397979736328
E07-187i,"45274",404351.738,114629.139,413.56,,15,"0","0","15",430.171020507812
E07-183A,"45274",404310.497,114625.365,416.248,,15,"0","0","16",431.872375488281
E07-153i ,"45274",404335.97,114674.747,408.395,,15,"0","0","15",424.080413818359
E07-185i,"45274",404330.162,114623.801,417.49,,15,"0","0","15",431.909149169922
E07-152i,"45274",404301.047,114646.864,410.417,,15,"0","0","15",428.656280517578
E07-151i ,"45274",404277.752,114672.667,410.672,,27,"0","0","27",424.608581542969
E07-150i,"45274",404256.671,114654.943,411.192,,18,"0","0","18",426.991516113281
E07-147i,"45274",404181.959,114673.007,408.811,,15,"0","0","15",424.129272460938
E07-148i,"45274",404204.862,114650.43,410.558,,15,"0","0","15",428.691436767578
E07-114i,"45274",404160.218,114688.853,407.29,,25,"0","0","26",420.310546875
E07-146i,"45274",404162.583,114656.491,410.023,,15,"0","0","15",428.352264404297
E07-116i,"45274",404211.737,114707.78,401.216,,21,"0","0","21",416.048645019531
E07-145i,"45274",404133.968,114670.501,409.349,,15,"0","0","15",423.339019775391
E07-113i,"45274",404132.368,114716.167,396.955,,20,"0","0","20",415.416168212891
E07-118i,"45274",404254.251,114696.889,408.033,,21,"0","0","21",420.124572753906
E07-115i,"45274",404171.338,114722.438,392.276,,14,"0","0","14",413.494934082031
E07-117i,"45274",404231.881,114724.085,402.263,,15,"0","0","16",413.6572265625
E07-082i,"45274",404164.952,114744.207,388.405,,15,"0","0","15",410.292816162109
E07-083i,"45274",404193.35,114775.938,386.338,,21,"0","0","22",405.036163330078
E07-081i,"45274",404129.115,114774.13,388.522,,18,"0","0","19",409.613891601562
E07-048i,"45274",404103.619,114800.795,393.42,,15,"0","0","15",406.567901611328
E07-050i,"45274",404155.03,114802.319,387.661,,22,"0","0","22",403.745025634766
E07-016i,"45274",404110.872,114855.557,382.404,,15,"0","0","15",397.326446533203
E07-049i,"45274",404131.719,114829.944,385.276,,15,"0","0","15",401.017272949219
E07-017i,"45274",404136.441,114874.344,373.13,,19,"0","0","19",391.484436035156
E07-018i,"45274",404155.008,114849.695,376.385,,17,"0","0","18",396.564758300781
E07-053i,"45274",404235.901,114817.518,384.898,,21,"0","0","21",399.488739013672
E07-019i,"45274",404181.239,114880.339,363.472,,17,"0","0","18",388.56005859375
E07-024i,"45287",404306.125,114836.712,380.62,,15,"0","0","15",396.674377441406
E07-085i,"45274",404236.265,114776.079,389.904,,15,"0","0","15",404.685852050781
E07-055i,"45287",404282.865,114824.419,384.128,,17,"0","0","17",400.140258789062
E07-086i,"45287",404258.234,114749.429,398.993,,15,"0","0","15",411.476623535156
E07-119i,"45287",404278.463,114723.459,405.111,,15,"0","0","15",417.470642089844
E07-054i,"45287",404262.012,114796.363,390.273,,16,"0","0","17",402.761077880859
E07-087i,"45287",404280.406,114776.484,395.87,,15,"0","0","15",406.325378417969
E07-088i,"45287",404304.318,114748.607,398.777,,16,"0","0","16",412.343383789062
E07-120i,"45287",404304.521,114700.107,403.519,,17,"0","0","17",419.627410888672
E07-122i,"45287",404346.331,114699.906,403.19,,15,"0","0","15",418.399169921875
E07-121i,"45287",404318.051,114729.336,397.131,,15,"0","0","15",414.196960449219
E07-123i,"45287",404378.234,114732.187,384.343,,10,"0","0","12",407.004821777344
E07-090i,"45287",404350.325,114746.177,389.079,,15,"0","0","15",407.012756347656
E07-155i,"45287",404378.003,114675.99,401.122,,15,"0","0","15",420.589111328125
E07-089i,"45287",404326.562,114774.686,390.884,,15,"0","0","16",405.366180419922
E07-056i,"45303",404305.759,114801.15,389.109,,13.38,"0","0","14",403.421051025391
E07-058i,"45303",404357.977,114800.671,383.515,,15,"0","0","15",398.537506103516
E07-057i,"45303",404338.107,114825.003,382.147,,15,"0","0","15",396.886596679688
E07-021i,"45303",404225.863,114876.497,377.685,,15,"0","0","15",390.864715576172
E07-023i,"45303",404281.006,114879.146,368.26,,15,"0","0","15",386.392761230469
E07-022i,"45303",404263.126,114856.751,376.737,,21,"0","0","22",393.841033935547
E07-020i,"45303",404210.621,114860.074,377.608,,16,"0","0","16",392.006256103516
E07-029i,"45302",404439.123,114874.922,374.045,,12,"0","0","12",387.973419189453
E07-028i,"45302",404411.431,114857.002,373.639,,10,"0","0","10",386.394134521484
E07-031i,"45302",404478.048,114873.391,373.447,,15,"0","0","15",388.433990478516
E07-030i,"45302",404454.722,114835.38,380.229,,12,"0","0","12",393.470855712891
F07-000i,"45302",404496.079,114849.049,367.829,,15,"0","0","15",387.746734619141
F07-001i,"45302",404525.535,114874.785,362.47,,18,"0","1","19",383.612823486328
F07-003i,"45302",404584.825,114868.462,351.236,,21,"0","1","21",373.627349853516
F07-002i,"45302",404553.608,114849.638,354.01,,18,"0","1","18",377.094940185547
F07-005i,"45314",404627.058,114875.086,350.371,,20,"0","1","20",363.5087890625
F07-004i,"45314",404610.378,114848.42,352.159,,21,"0","1","23",369.422271728516
F07-035i,"45314",404577.753,114828.528,357.158,,20,"0","1","20",374.807800292969
F07-006,"45314",404632.486,114849.46,342.236,,20,"0","0","22",364.135955810547
F07-033i,"45314",404535.914,114818.203,360.323,,20,"0","1","21",380.319519042969
E07-063i,"45314",404477.768,114826.636,372.93,,15,"0","0","16",391.027008056641
F07-037i,"45314",404624.601,114820.847,341.372,,18,"0","1","20",367.891174316406
E07-061i,"45314",404432.28,114823.713,383.994,,10,"0","0","11",394.027893066406
E07-060i,"45314",404406.822,114796.364,384.751,,10,"0","0","11",395.099578857422
F07-036i,"45314",404605.863,114799.061,351.591,,18,"0","1","18",375.083831787109
F07-034i,"45332",404557.63,114803.691,359.991,,18,"0","1","20",380.2197265625
F07-032i,"45320",404499.004,114791.845,367.214,,15,"0","0","17",390.479858398438
E07-062i,"45320",404445.134,114784.107,382.322,,12,"0","0","15",398.773376464844
E07-093i ,"45320",404424.349,114769.313,388.98,,10,"0","0","11",400.073425292969
E07-125A,"45320",404411.136,114722.878,391.427,,10,"0","0","11",406.125915527344
E07-127A,"45332",404434.548,114730.266,387.335,,15,"0","0","18",405.296936035156
F07-064i,"45332",404500.761,114752.697,379.224,,10,"0","0","10",396.759643554688
E07-095i,"45332",404480.627,114775.02,376.976,,15,"0","0","19",396.087310791016
F07-072i ,"45332",404705.431,114751.93,363.081,,15,"0","1","16",358.734222412109
F07-065i,"45332",404533.13,114773.953,366.687,,12,"0","1","16",388.311370849609
F07-067i,"45332",404582.713,114779.289,359.893,,12,"0","1","12",380.217315673828
F07-074,"45332",404733.254,114751.391,354.525,,12,"0","0","12",356.108551025391
F07-071i,"45339",404684.931,114769.331,359.37,,15,"0","1","17",356.474151611328
F07-073i,"45332",404729.637,114776.543,362.05,,15,"0","1","16",355.973693847656
E07-017,"44545",404120.68,114875.1,375.571,,16,"1","0","18",392.829437255859
E07-018,"44394",404127.929,114849.522,383.153,,30,"1","0","34",398.248382568359
E07-019,"44545",404157.778,114865.303,371.663,,16,"1","0","16",392.511840820312
E07-020,"44394",404170.353,114853.791,371.346,,10.5,"1","0","15",393.307769775391
E07-021,"44545",404208.368,114873.263,376.459,,19.5,"1","0","21",391.093658447266
E07-022,"44394",404228.576,114850.246,379.633,,30,"1","0","34",395.410247802734
E07-023,"44545",404255.964,114874.813,373.679,,7.5,"1","0","8",391.036651611328
E07-024A,"44394",404279.97,114846.744,378.937,,18,"1","0","26",394.976715087891
E07-025,"44546",404307.925,114873.409,364.991,,15,"1","0","15",385.508087158203
E07-026,"44394",404325.438,114844.589,374.078,,12,"1","0","15",392.382659912109
E07-027,"44546",404338.767,114857.638,374.033,,8,"1","0","11",386.805572509766
E07-028,"44394",404384.812,114845.663,364.724,,7.5,"1","0","10",384.422454833984
E07-029,"44248",404408.355,114875.499,371.605,,13.5,"1","0","15",382.872161865234
E07-030,"44394",404430.252,114855.836,377.324,,22.5,"1","0","30",389.350158691406
E07-031,"44248",404456.433,114874.865,373.35,,20,"1","0","20",389.221862792969
E07-032,"44394",404473.394,114850.339,374.15,,15,"1","0","20",391.759521484375
E07-049,"44545",404106.148,114827.2,390.692,,7,"1","0","7",401.738739013672
E07-050,"44394",404137.515,114791.524,391.395,,15,"1","0","20",407.251098632812
E07-051,"44545",404159.632,114821.507,382.114,,18,"1","0","19",401.135894775391
E07-052,"44394",404177.513,114800.723,382.523,,26.5,"1","0","31",402.708251953125
E07-053,"44545",404205.883,114824.213,379.131,,14,"1","0","14",397.174468994141
F07-040i,"45339",404708.387,114799.632,357.759,,15,"0","1","15",352.015686035156
F07-042,"45339",404734.137,114799.691,359.829,,18,"0","1","18",353.631439208984
F07-040A,"45342",404685.689,114797.387,350.378,,15,"0","1","18",350.726806640625
F07-008i,"45386",404709.313,114850.281,344.945,,15,"0","0","15",340.942901611328
F07-130A,"45342",404559.098,114672.752,388.845,,10,"0","1","16",391.4287109375
F07-010,"45342",404728.673,114851.047,350.231,,20,"0","1","20",342.953643798828
F07-130i,"45342",404557.693,114650.084,390.786,,10,"0","1","13",398.655151367188
F07-161i,"45342",404535,114622.798,389.625,,9,"0","1","10",408.514587402344
F07-009i,"45342",404731.275,114872.721,345.367,,20,"0","0","20",339.715728759766
F07-161A,"45352",404509.805,114625.321,386.575,,10,"0","1","12",411.641967773438
F07-011,"45352",404758.182,114874.153,347.176,,19,"0","1","19",339.327178955078
F07-160i,"45352",404500.057,114602.003,393.631,,9,"0","0","9",416.738037109375
F07-011i,"45352",404779.91,114874.903,339.489,,8,"0","1","8",334.750701904297
E07-223i,"45352",404474.093,114569.501,410.727,,15,"0","0","18",425.856353759766
F07-012,"45352",404777.607,114842.024,348.783,,15,"0","0","16",341.919250488281
F07-193A,"45352",404503.003,114561.853,410.425,,20,"0","1","20",424.937652587891
F07-192i,"45358",404502.89,114544.828,415.589,,15,"0","0","16",428.719390869141
F07-225i,"45358",404529.675,114520.156,415.699,,10,"0","1","11",433.095367431641
F07-010i,"45358",404754.068,114855.5,350.309,,20,"0","1","22",342.533569335938
F07-226i,"45358",404550.616,114494.073,420.189,,13.5,"0","0","14",436.128021240234
F07-041i,"45358",404731.065,114822.827,355.156,,20,"0","1","24",347.600830078125
F08-003,"45366",404551.551,114472.118,429.036,,13,"0","1","15",442.048278808594
F07-043,"45366",404755.686,114816.554,358.209,,15,"0","1","15",349.805877685547
F08-003i,"45366",404582.263,114475.929,412.568,,12,"0","1","13",431.050903320312
F07-043i,"45366",404778.842,114815.094,355.571,,10,"0","1","12",345.423828125
F07-044,"45366",404774.989,114793.971,359.347,,10,"0","0","12",348.923248291016
F07-042i,"45366",404759.033,114799.754,361.081,,13,"0","1","14",352.112152099609
F07-228,"45366",404573.683,114496.186,409.768,,18.6,"0","0","19",428.846984863281
F07-075,"45366",404754.746,114777.033,359.143,,13,"0","0","17",352.519897460938
F07-227i,"45372",404581.933,114528.298,402.627,,22.5,"0","1","27",419.914306640625
F07-131i,"45372",404580.444,114671.373,379.872,,12,"0","1","15",387.711700439453
F07-229A,"45372",404600.54,114523.666,396.759,,18,"0","1","19",415.312194824219
F07-163i,"45372",404572.631,114631.173,384.863,,12,"0","1","15",400.570404052734
F08-050i,"45524",404964.076,114398.267,423.768,,6,"0","0","7",408.842803955078
F08-081i,"45524",404936.652,114375.817,424.814,,6.15,"0","0","7",416.222930908203
F08-082,"45524",404939.213,114342.536,429.939,,10,"0","1","13",429.500885009766
F08-082i,"45524",404952.65,114339.778,429.14,,6,"0","1","6",428.515747070312
F08-106i,"45503",404768.516,114296.152,460.129,,10,"0","0","10",457.816802978516
F08-108,"45503",404791.356,114297.703,461.28,,10,"0","1","10",458.032775878906
F08-108i,"45503",404816.298,114298.168,456.402,,11,"0","1","11",456.785278320312
F08-109i,"45503",404835.062,114317.702,440.144,,9,"0","0","9",443.200805664062
F08-110,"45503",404833.296,114299.715,449.625,,12,"0","1","12",454.971984863281
F08-110i,"45503",404858.444,114297.56,445.745,,16,"0","1","18",452.761688232422
F08-111,"45503",404861.431,114317.405,440.667,,8,"0","1","11",440.922973632812
F08-111i,"45503",404880.563,114321.704,437.648,,12,"0","1","12",435.229919433594
F08-112,"45503",404887.067,114297.354,440.319,,10,"0","1","10",451.005859375
F08-112i,"45524",404910.398,114289.365,448.076,,15,"0","1","16",455.246765136719
F08-113,"45524",404913.109,114321.044,437.463,,14,"0","1","16",435.444915771484
F08-113i,"45524",404932.524,114320.554,439.841,,10,"0","1","11",436.504821777344
F08-114,"45524",404932.667,114300.354,444.066,,10,"0","1","12",449.490264892578
F08-114i,"45524",404958.377,114295.64,445.305,,10,"0","1","12",447.786651611328
F08-115,"45524",404955.682,114318.207,436.455,,8,"0","0","9",439.682525634766
F08-137A,"45478",404722.96,114254.565,451.205,,8,"0","0","8",478.996032714844
F08-138,"45478",404728.796,114245.385,456.71,,6,"0","1","7",482.210723876953
F08-138i,"45503",404761.415,114239.945,470.374,,8,"0","1","9",486.127075195312
F08-139i,"45503",404780.393,114268.921,470.713,,9,"0","0","9",475.612091064453
F08-140,"45503",404782.091,114244.392,480.526,,13,"0","1","13",483.282806396484
F08-140i,"45570",404803.57,114242.491,423.685,,15,"0","1","15",488.523345947266
F08-141,"45503",404812.731,114281.046,461.023,,12,"0","1","12",466.758636474609
F08-141i,"45503",404830.922,114275.007,456.072,,14,"0","1","15",471.080230712891
F08-142,"45570",404827.632,114237.969,422.423,,15,"0","0","16",487.996917724609
F08-143,"45503",404861.591,114272.361,449.688,,10,"0","1","10",469.213043212891
F08-143i,"45503",404877.65,114266.358,450.741,,11,"0","1","13",471.359191894531
F08-144,"45524",404890.612,114235.272,473.091,,9,"0","1","9",481.576965332031
F08-144i,"45524",404907.102,114247.634,464.266,,6.5,"0","1","7",472.88720703125
F08-145,"45524",404910.614,114275.048,451.132,,12,"0","1","15",463.815582275391
F08-145i,"45524",404924.097,114264.602,455.269,,6,"0","1","8",465.348907470703
F08-162i,"45414",404557.837,114193.302,518.105,,16.5,"0","1","18",538.019409179688
F08-164i,"45429",404598.312,114193.354,516.576,,10,"0","1","12",531.935974121094
F08-169i,"45478",404727.79,114221.672,467.468,,10,"0","0","10",492.176483154297
F08-170,"45478",404727.71,114195.096,480.714,,10,"0","1","10",502.000274658203
F08-170i,"45570",404765.656,114190.405,484.167,,13,"0","1","13",508.063751220703
F08-171,"45570",404758.32,114219.175,477.016,,10,"0","1","12",497.134216308594
F08-171i,"45503",404782.636,114215.389,484.736,,10,"0","1","10",499.074401855469
F08-172i,"45570",404807.491,114192.826,489.697,,15,"0","1","15",509.353607177734
F08-173i,"45570",404840.012,114215.83,435.806,,8,"0","1","12",498.466613769531
F08-174i,"45570",404857.72,114194.159,482.992,,17,"0","1","17",505.387390136719
F08-175i,"45571",404886.956,114223.577,479.085,,7,"0","1","7",484.698303222656
F08-176i,"45570",404905.112,114190.737,471.54,,20,"0","1","20",491.147918701172
F08-178i,"45571",404957.762,114190.713,464.426,,9,"0","1","9",484.47998046875
F08-193i,"45414",404528.995,114172.704,527.683,,10,"0","1","11",543.747375488281
F08-194i,"45407",404550.937,114140.786,532.278,,10,"0","1","12",549.769714355469
F08-195i,"45407",404576.507,114169.11,523.576,,10,"0","1","0",543.218811035156
F08-196i,"45429",404605.167,114143.302,528.159,,15,"0","1","20",543.603576660156
F08-197i,"45429",404626.311,114165.372,523.303,,10,"0","1","11",533.7890625
F08-201i,"45478",404733.775,114171.421,492.155,,8,"0","0","8",509.628356933594
F08-202,"45478",404747.545,114144.801,501.525,,8,"0","1","8",517.328125
F08-202i,"45478",404765.175,114144.057,506.014,,10,"0","1","10",520.222106933594
F08-203i,"45570",404784.065,114173.704,494.489,,15,"0","1","15",514.254211425781
F08-204i,"45478",404808.761,114144.579,507.141,,7.5,"0","1","8",519.515258789062
F08-205i,"45570",404832.885,114164.144,497.758,,12,"0","1","12",515.019714355469
F08-206i,"45478",404854.038,114140.461,503.555,,15,"0","1","15",511.211059570312
F08-207i,"45570",404886.635,114173.494,483.637,,12,"0","1","12",498.275543212891
F08-209i,"45571",404928.09,114169.269,466.518,,9,"0","1","11",488.733093261719
F08-210A,"45571",404932.214,114143.686,467.494,,10,"0","1","10",491.930999755859
F08-210i,"45571",404960.414,114144.76,468.324,,9,"0","1","10",488.207641601562
F08-211,"45571",404952.905,114170.552,465.16,,11,"0","0","11",485.919616699219
F08-225i,"45414",404527.344,114120.614,537.253,,10,"0","1","11",553.085693359375
F08-226i,"45407",404547.477,114093.481,538.61,,15,"0","1","17",556.663330078125
F08-227i,"45407",404579.403,114116.651,533.579,,15,"0","1","17",550.074340820312
F08-228i,"45407",404593.091,114093.11,534.537,,22,"0","1","24",550.643005371094
F08-229i,"45429",404627.644,114118.744,528.305,,15,"0","1","16",540.768310546875
F08-230i,"45466",404662.413,114097.423,521.216,,12.25,"0","1","13",533.188049316406
F08-232A,"45466",404677.853,114094.632,519.786,,13,"0","1","16",530.525085449219
F08-233i,"45466",404743.364,114116.892,519.507,,10,"0","1","10",523.579833984375
F08-235i,"45466",404784.625,114118.936,515.617,,7,"0","1","7",524.557434082031
F08-236i,"45466",404808.188,114100.325,514.955,,10,"0","1","10",524.880187988281
F08-237i,"45478",404835.217,114126.412,507.819,,10,"0","1","10",515.617065429688
F08-238i,"45478",404857.361,114097.584,504.537,,10,"0","1","10",514.445373535156
F08-240i,"45571",404902.957,114093.731,482.036,,15,"0","1","17",505.390075683594
F08-241i,"45571",404931.054,114120.411,469.697,,8,"0","1","8",495.657958984375
F08-242A,"45571",404920.515,114094.44,477.441,,14,"0","1","16",501.247833251953
F09-001i,"45414",404523.504,114069.802,544.88,,15,"0","1","15",562.382629394531
F09-002i,"45407",404551.129,114038.537,542.785,,15,"0","1","17",562.528747558594
F09-003i,"45407",404574.568,114079.372,538.637,,16,"0","1","16",553.923278808594
F09-004i,"45407",404604.225,114041.421,537.422,,13.3,"0","1","14",553.636657714844
F09-005i,"45453",404630.142,114069.692,532.393,,11.5,"0","1","13",544.359008789062
F09-006i,"45453",404646.913,114047.532,531.018,,13.5,"0","1","15",547.7880859375
F09-007i,"45466",404692.502,114072.184,518.962,,10,"0","1","11",536.617553710938
F09-008A,"45453",404682.631,114053.306,520.655,,10,"0","1","11",541.777587890625
F09-008i,"45453",404704.956,114043.32,524.32,,10,"0","1","10",541.464416503906
F09-009i,"45466",404730.386,114069.518,523.926,,10,"0","1","10",535.511779785156
F09-010i,"45453",404752.343,114046.422,522.44,,10,"0","1","10",531.075378417969
F09-011i,"45466",404775.29,114062.915,518.824,,10,"0","1","10",528.9677734375
F09-012i,"45466",404807.184,114049.11,511.876,,10,"0","1","10",522.727661132812
F09-014i,"45466",404850.644,114038.056,498.022,,5,"0","1","5",512.549621582031
F09-017i,"45571",404928.763,114077.851,477.757,,14,"0","1","15",499.041168212891
F09-035i,"45453",404573.607,114018.751,540.05,,12.8,"0","1","13",560.503540039062
F09-037i,"45453",404631.76,114017.846,532.605,,14,"0","1","16",554.252990722656
F09-039i,"45453",404681.747,114023.668,522.609,,10,"0","1","10",546.591125488281
F09-040A,"45453",404675.884,113993.707,530.254,,15,"0","1","16",549.929565429688
F09-041i,"45453",404728.662,114021.932,523.592,,10,"0","1","10",536.421264648438
F09-043i,"45453",404777.901,114026.667,507.087,,10,"0","1","10",525.863403320312
